CONCEPT				POLARITY		INTENSITY
adequate_representation		positive		0.152
adequate_substantiation		positive		0.844
adequate_to			positive		0.784
adequate_ventilation		positive		0.11
adequately			positive		0.132
adequately_capture		negative		-0.84
adequately_describe		positive		0.064
adequately_disclose		positive		0.724
adequately_enforce		negative		-0.89
adequateness			negative		-0.94
adessive			positive		0.693
adforce				negative		-0.67
adhart				positive		0.875
adhd				negative		-0.77
adhere				positive		0.076
adhere_strictly			positive		0.652
adherence			positive		0.869
adherent			positive		0.783
adherently			positive		0.78
adhesion_contract		positive		0.875
adhesion_strength		positive		0.686
adhesive			negative		-0.86
adhesive-backed			negative		-0.74
adhesive_bandage		negative		-0.85
adhesive_strength		negative		-0.62
adhesive_strip			negative		-0.63
adhesive_tape			positive		0.683
adiabatic			negative		-0.76
adiabatic_compression		negative		-0.71
adiabatic_expansion		negative		-0.71
adiabatic_process		negative		-0.70
adiantum			positive		0.147
adib				positive		0.763
adience				negative		-0.75
adieu				positive		0.172
adipic_acid			negative		-0.85
adiponectin			positive		0.783
adiponitrile			negative		-0.85
adirondack			positive		0.839
adirondack_chair		positive		0.074
adisson				positive		0.703
adjacent			negative		-0.94
adjacent_parking_lot		negative		-0.09
adjectival			negative		-0.64
adjectival_suffix		negative		-0.77
adjective			positive		0.087
adjoin				negative		-0.65
adjoining_bathroom		positive		0.072
adjoining_cemetery		negative		-0.71
adjoining_parish		negative		-0.88
adjourn				negative		-0.64
adjourned_sine_die		negative		-0.68
adjournment			negative		-0.68
adjournment_sine_die		negative		-0.68
adjudge				negative		-0.59
adjudged_guilty			negative		-0.72
adjunct				negative		-0.72
adjunct_assistant_professor	positive		0.97
adjunct_associate_professor	positive		0.97
adjunct_faculty			positive		0.076
adjunct_faculty_member		positive		0.076
adjunct_instructor		positive		0.076
adjunct_lecturer		positive		0.97
adjunct_professor		positive		0.076
adjunctive			positive		0.92
adjunctive_therapy		negative		-0.11
adjust				positive		0.114
adjust_clothes			negative		-0.07
adjust_seat			positive		0.103
adjust_volume			negative		-0.88
adjust_water_temperature	negative		-0.09
adjustable			positive		0.089
adjustable_wrench		positive		0.103
adjusted			negative		-0.74
adjusted_gross_income_agi	positive		0.795
adjustment			positive		0.672
adjutant			positive		0.067
adlerangriff			positive		0.105
adm_chegwidden			negative		-0.75
admin				positive		0.857
admin_intervention		positive		0.678
administer			positive		0.889
administer_corporal_punishment	negative		-0.85
administer_oxygen		negative		-0.72
administered_intramuscularly	negative		-0.75
administered_orally		negative		-0.67
administered_parenterally	negative		-0.67
administered_subcutaneously	negative		-0.91
administering_oxygen		negative		-0.72
administering_poison		negative		-0.32
administrability		positive		0.642
administrable			positive		0.642
administrate			positive		0.798
administrated_by		positive		0.723
administration			positive		0.109
administration_mba		positive		0.038
administration_mba_degree	positive		0.038
administration_mba_program	positive		0.038
administration_mpa		positive		0.038
administrative			positive		0.952
administrative_assistant	positive		0.076
administrative_burden		positive		0.078
administrative_district		positive		0.823
administrative_division		positive		0.823
administrative_overhead		positive		0.078
administrator			positive		0.891
admirable			positive		0.315
admirably			positive		0.315
admiral				positive		0.824
admiral_general_aladeen		negative		-0.72
admiral_graf_spee		negative		-0.07
admiral_nimitz			positive		0.043
admiral_sir			positive		0.824
admiration			positive		1
admire				positive		0.705
admired				positive		0.657
admirer				positive		0.648
admiringly			negative		-0.32
admissible			positive		0.824
admissible_evidence		negative		-0.77
admission			positive		0.083
admission_tutor			positive		0.084
admit				positive		0.852
admit_defeat			positive		0.036
admittedly			negative		-0.93
admixture			negative		-0.16
admonish			negative		-0.81
admonishing			negative		-0.84
admonishment			positive		0.749
admonitory			negative		-0.88
adnan_akmal			negative		-0.77
adnate				negative		-0.05
adnyamathanha			negative		-0.71
adobe				positive		0.729
adobe_acrobat_plugin		positive		0.415
adobe_brick			positive		0.729
adobe_rgb			positive		0.044
adolescence			positive		0.824
adolescent			positive		0.052
adolescent_growth_spurt		positive		0.918
adolf_hitler			positive		0.06
adolph_hitler			positive		0.06
adomnan				positive		0.095
adomnn				positive		0.095
adopt				positive		0.922
adopt_child			positive		0.819
adopted_pursuant		negative		-0.76
adoptive_family			positive		0.048
adoptive_parent			positive		0.048
adoptive_placement		positive		0.121
adorable			positive		0.86
adorable_little			positive		0.723
adorable_puppy			positive		0.808
adorably			positive		0.287
adoration			positive		0.787
adore				positive		0.831
adoring				positive		0.302
adoring_crowd			positive		0.335
adoringly			positive		0.803
adorn				positive		0.034
adorned				positive		0.692
adornment			positive		0.11
adrenal				negative		-0.92
adrenal_cortical_steroid	negative		-0.67
adrenal_gland			positive		0.047
adrenal_hyperplasia		positive		0.805
adrenal_suppression		negative		-0.76
adrenalin			positive		0.739
adrenalin_rush			positive		0.801
adrenaline			positive		0.801
adrenaline_rush			negative		-0.79
adrenaline_surge		positive		0.801
adrenarche			positive		0.918
adrenergic			positive		0.88
adrenergic_drug			positive		0.698
adrenergic_receptor		positive		0.783
adrenergic_receptor_agonist	negative		-0.76
adrenocortical			negative		-0.72
adrenocorticotrophic		positive		0.89
adrenocorticotropic		positive		0.89
adrenocorticotropic_hormone	positive		0.783
adrenoleukodystrophy		negative		-0.68
adriano_celentano		positive		0.086
adriatic_league			positive		0.91
adrift				negative		-0.79
adroit				positive		0.81
adroitly			positive		0.857
adroitness			positive		0.875
ads				positive		0.083
ads_cft_correspondence		positive		0.802
adscititious			negative		-0.79
adsense				positive		0.826
adsorbate			positive		0.684
adsorbed_layer			negative		-0.81
adsorption			positive		0.895
adsorption_onto			positive		0.802
adsorptive			positive		0.802
adulate				negative		-0.13
adulation			positive		0.888
adulator			positive		0.883
adult				positive		0.799
adult_beetle			positive		0.892
adult_caregiver			positive		0.048
adult_drink			negative		-0.28
adult_education			positive		0.358
adult_foster_care		positive		0.771
adult_male			positive		0.836
adult_male_suffrage		positive		0.111
adult_nurse_practitioner	negative		-0.74
adult_obesity			negative		-0.97
adult_onset			negative		-0.68
adult_supervision		positive		0.767
adulterant			negative		-0.72
adulterate			negative		-0.85
adulterated_food		negative		-0.72
adulterated_milk		negative		-0.72
adulteration			negative		-0.72
adulterer			negative		-0.73
adulteress			negative		-0.73
adulterous_affair		positive		0.766
adulterous_relationship		negative		-0.93
adulterous_wife			negative		-0.73
adultery			negative		-0.28
adulthood			positive		0.857
adultry				negative		-0.73
adumbrate			negative		-0.86
adusta				negative		-0.55
advance				positive		0.057
advance_battle			positive		0.88
advance_career			positive		0.106
advance_civilization		positive		0.099
advance_knowledge		positive		0.092
advance_next_level		positive		0.709
advanced			positive		0.781
advanced_heart_failure		negative		-0.91
advanced_placement_exam		negative		-0.08
advanced_weaponry		negative		-0.69
advancement			positive		0.909
advancing_infantry		negative		-0.84
advantage			positive		0.856
advantageous			positive		0.667
advantageousness		positive		0.875
advent				positive		0.726
adventitious			negative		-0.79
adventitious_presence		negative		-0.72
adventure			positive		0.755
adventure_playground		negative		-0.85
adventure_tale			positive		0.039
adventuredome			positive		0.028
adventurer			positive		0.772
adventuresome			positive		0.848
adventurism			positive		0.771
adventurist			positive		0.771
adventurous			positive		0.675
adventurous_journey		positive		0.869
adventurous_spirit		positive		0.283
adventurously			positive		0.675
adventurousness			negative		-0.96
adverb				positive		0.11
adverbial			negative		-0.64
adverbial_usage			positive		0.693
adversarial			negative		-0.73
adversary			negative		-0.94
adversative			negative		-0.65
adverse				negative		-0.93
adverse_effect			negative		-0.66
adverse_possession		positive		0.59
adverse_psychological		negative		-0.79
adverse_yaw			negative		-0.89
adversely_affect		negative		-0.66
adversely_impact		negative		-0.66
adverseness			negative		-0.94
adversity			negative		-0.10
advert				negative		-0.77
advertise			positive		0.903
advertise_company		positive		0.909
advertise_heavily		positive		0.798
advertise_panel			positive		0.051
advertise_product		positive		0.866
advertisement			positive		0.903
advertiser			positive		0.903
advertising			negative		-0.80
advertising_blitz		negative		-0.81
advertising_campaign		positive		0.903
advertisment			negative		-0.06
advertorial			positive		0.903
advice				positive		0.924
advil				positive		0.871
advisable			positive		0.727
advisably			positive		0.72
advise				positive		0.094
advisor				positive		0.766
advisory			positive		0.817
advisory_board			negative		-0.90
advisory_board_member		negative		-0.60
advisory_body			positive		0.817
advisory_capacity		positive		0.766
advisory_committee		negative		-0.90
advisory_council		negative		-0.90
advisory_group			positive		0.766
advisory_panel			positive		0.817
advisory_role			negative		-0.78
advocacy			positive		0.103
advocate			positive		0.64
advocate_depute			positive		0.046
advocating			positive		0.746
advocation			positive		0.689
advocator			positive		0.64
advowson			positive		0.121
adze				negative		-0.04
aec				negative		-0.85
aec_chairman			negative		-0.85
aedicula			negative		-0.91
aega				negative		-0.76
aeonian				negative		-0.79
aerator				positive		0.939
aerial				positive		0.103
aerial_bomb			negative		-0.83
aerial_gunnery			positive		0.93
aerial_resupply			negative		-0.06
aerial_view			positive		0.833
aerialist			positive		0.823
aerobic_activity		positive		0.094
aerobic_capacity		positive		0.674
aerobic_dance			positive		0.674
aerobic_exercise		positive		0.099
aerobic_fermentation		positive		0.052
aerobic_treatment		negative		-0.58
aerobic_workout			positive		0.094
aerodrome			negative		-0.65
aerodynamic_drag		negative		-0.11
aerodynamic_lift		positive		0.345
aerofoil			negative		-0.89
aeronaut			positive		0.742
aeronomy			positive		0.814
aerophobia			negative		-0.49
aerophone			positive		0.712
aeroplane			positive		0.028
aeroscraft			positive		0.036
aerosol				negative		-0.75
aerosol_dissemination		negative		-0.90
aerosol_formation		negative		-0.75
aerosol_transmission		negative		-0.90
aerostat			positive		0.036
aerozine			positive		0.073
aeschylus_agamemnon		negative		-0.73
aeschylus_oresteia		positive		0.039
aesculetin			negative		-0.73
aesculi				negative		-0.84
aesculus_hippocastanum		negative		-0.60
aesculus_parviflora		negative		-0.60
aesop				positive		0.093
aesop_fable			positive		0.093
aesopic				positive		0.093
aesthesia			positive		0.755
aesthesis			negative		-0.70
aesthete			positive		0.648
aesthetic			positive		0.738
aesthetic_appeal		positive		0.688
aesthetic_beauty		negative		-0.66
aesthetic_contemplation		negative		-0.66
aesthetic_judgement		positive		0.869
aesthetic_pleasure		negative		-0.66
aesthetic_sensibility		positive		0.817
aesthetic_sensitivity		positive		0.694
aesthetic_surgery		positive		0.633
aesthetic_value			positive		0.688
aesthetical			positive		0.727
aesthetically			negative		-0.03
aestheticism			positive		0.767
aestheticization		positive		0.773
aesthetics			positive		0.105
aestivate			positive		0.91
aestivation			negative		-0.67
aethina_tumida			negative		-0.72
afar				negative		-0.79
afar_off			positive		0.331
afeard				negative		-0.33
afebrile			negative		-0.69
affability			positive		0.654
affable				negative		-0.92
affableness			positive		0.878
affably				negative		-0.85
affair				negative		-0.93
affair_correspondent		positive		0.772
affaire				positive		0.766
affect				positive		0.848
affect_adversely		negative		-0.66
affectation			negative		-0.82
affected_extremity		negative		-0.78
affected_limb			negative		-0.78
affected_testicle		positive		0.062
affectedly			negative		-0.72
affectedness			negative		-0.77
affecting			negative		-0.85
affection			positive		0.856
affectional			positive		0.28
affectionate			positive		0.854
affectionate_farewell		positive		0.062
affectionate_nickname		positive		0.091
affectionate_regard		positive		0.328
affectionately			positive		0.854
affectionateness		positive		0.28
affective			positive		0.28
affective_dimension		positive		0.28
affective_disorder		negative		-0.72
affective_response		positive		0.811
affectivity			negative		-0.70
affidavit			positive		0.824
affiliate			positive		0.076
affiliate_membership		positive		0.103
affiliation			positive		0.103
affiliative			positive		0.873
affinal				positive		0.793
affine_connection		negative		-0.73
affinity			positive		0.814
affinity_chromatography		positive		0.671
